id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
20100124	39452,tt1587707,0.397548,0,4790751,Exit Through the Gift Shop,Banksy|Shepard Fairey|Thierry Guetta|Rhys Ifans,http://www.banksyfilm.com/,Banksy,The world's first Street Art disaster movie,graffiti|fraud|cousin|painting|street artist,"Banksy is a graffiti artist with a global reputation whose work can be seen on walls from post-hurricane New Orleans to the separation barrier on the Palestinian West Bank. Fiercely guarding his anonymity to avoid prosecution, Banksy has so far resisted all attempts to be captured on film. Exit Through the Gift Shop tells the incredible true story of how an eccentric French shop keeper turned documentary maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner.",87,Documentary,Paranoid Pictures,1/24/10,200,7.7,2010,0,4790751
20100122	38883,tt1322354,0.130016,0,0,ProtÃ©ger et servir,Kad Merad|Clovis Cornillac|Carole Bouquet|FranÃ§ois Damiens|Elsa KikoÃ¯ne,,Eric Lavaine,,,"Kim Houang et Michel Boudriau sont deux flics ""Ã  la vie Ã  la mort"" depuis qu'ils se sont croisÃ©s Ã  l'orphelinat.Ce ne sont pas les meilleurs flics de France, ni de la rÃ©gion parisienne, ni de leur commissariat... et pourtant ce sont eux qui, sous les ordres d'Aude Lettelier, directeur de la police nationale, sont chargÃ©s de dÃ©jouer une vague d'attentats qui touche notre beau pays.",90,Comedy,M6 Films|Same Player|PathÃ©|Scope Pictures|Weber Investissements,1/22/10,11,5,2010,0,0
20100101	69270,tt1152827,0.256392,13000000,0,Super Hybrid,Shannon Beckner|Oded Fehr|Ryan Kennedy|Adrien Dorval|Duncan Fisher,,Eric Valette,,,"Late one night, a mysterious car is brought into the Chicago police impound garage after a deadly traffic accident. The on-call mechanics soon discover the car has a mind of its own. With hundreds of horsepower and two tons of reinforced steel at its command, it's a seemingly unstoppable killing machine capable of outrunning -- and outwitting -- humans.",95,Horror,TADORA Filmproduktions|Stallion Media|Studio 407,1/1/10,14,3.5,2010,13000000,0
20100101	44991,tt1174693,0.219619,2000000,0,The Four-Faced Liar,Marja Lewis Ryan|Emily Peck|Todd Kubrak|Daniel Carlisle|Gil Zabarsky,http://www.thefourfacedliarmovie.com/,Jacob Chase,,lesbian love,"The Four Faced Liar is a story of love and lies for four twenty-somethings looking to find themselves in New York City... A story of love and lies for four twenty-somethings looking to find themselves in New York City. A pair of best friends and a seemingly perfect couple meet at a local Irish pub tucked in the winding streets of the West Village. Through their chance meeting, the four bond and over time all of their relationships with one another morph into love, betrayal and heartbreak for all.",87,Comedy|Drama|Romance,OneZero Productions|Cinescape Productions|6140 Productions|Brillhart / Gonzales Productions,1/1/10,10,5.2,2010,2000000,0
20091220	41522,tt1438437,0.133565,0,0,The Phantom,Ryan Carnes|Sandrine Holt|Jean Marchand|Cameron Goodman|Isabella Rossellini,http://www.syfy.com/phantom/,Paolo Barzman,The world has been without justice... Until now,,"Before Superman, Spider-Man, and Batman, there was The Phantom, the greatest legend in the annals of 20th century comic-book crime fighting. Now, the immortal superhero returns to strike terror in the hearts of villains around the world - and to inspire a new generation to believe in the Ghost Who Walks.",176,Science Fiction|Action,Muse Entertainment Enterprises|Syfy|RHI Entertainment,12/20/09,11,4.1,2009,0,0
20091219	281979,tt1413314,0.056777,0,0,Doctor Who: The Waters of Mars,David Tennant,,,,,"The Doctor joins forces with his oldest companion on record when a military base comes under attack from sentient, dangerous waters. It may be another stand against immeasurable odds, but waiting in the wings for the Time Lord is a sign all songs must end....",62,Science Fiction|Adventure|Family,BBC Wales,12/19/09,25,8,2009,0,0
20091218	37534,tt0951335,0.303296,0,0,The New Daughter,Kevin Costner|Ivana Baquero|Gattlin Griffith|Samantha Mathis|Noah Taylor,http://www.thenewdaughter.com/,Luis Berdejo,How Far Will A Father Go To Protect The Ones He Loves?,,"John James is a writer; his wife has left him. He moves with his two middle-school children to an isolated house off a dirt road in South Carolina. The property has an Indian burial mound, which fascinates his daughter, Louisa, who's entering puberty.",108,Horror|Thriller,Gold Circle Films|New Daughter Productions,12/18/09,51,5.2,2009,0,0
20091210	19995,tt0499549,9.432768,237000000,2781505847,Avatar,Sam Worthington|Zoe Saldana|Sigourney Weaver|Stephen Lang|Michelle Rodriguez,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Action|Adventure|Fantasy|Science Fiction,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Lightstorm Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
20091208	26809,tt1474311,0.330513,0,0,Prep & Landing,Dave Foley|Sarah Chalke|Derek Richardson|Mason Vale Cotton|David DeLuise,,Kevin Deters|Stevie Wermers,No one does stealth like an Elf,holiday|santa claus,"Wayne gets a new rookie partner, Lanny, after his previous partner got the promotion he wanted. Lanny has to remind Wayne of the Spirit of Christmas and the importance of being an elf in Santa's Prep and Landing elite unit.",22,Animation|Fantasy|Family,Walt Disney Animation Studios,12/8/09,29,6.5,2009,0,0
20091204	37190,tt0936471,0.270283,0,263941,Transylmania,Oren Skoog|Joshua Miller|Patrick Casey|Jennifer Lyons|Tony Denman,http://www.transylmaniathemovie.com/,David Hillenbrand|Scott Hillenbrand,,,"Spoof horror in which a group of college kids do a semester abroad in Romania and realise that if the partying doesn't kill them, the vampires just might!",92,Comedy|Horror,Film Rock|Hill & Brand Entertainment,12/4/09,11,3.7,2009,0,268269.746983374
20091204	26379,tt1532957,0.091395,3250000,0,Paa,Amitabh Bachchan|Abhishek Bachchan|Vidya Balan|Paresh Rawal|Arundathi Nag,http://www.paathefilm.com/,,,,"He suffers from a progeria like syndrome. Mentally he is 13 but physically he looks 5 times older. In spite of his condition, Auro is a very happy boy. He lives with his mother Vidya, who is a gynaecologist. Amol is young, progressive politician. He is a man with a mission. Auro is Amol's son. Paa is a 'rare' story about a father-son, son-father relationship.",133,Drama|Family|Foreign,A B Corp,12/4/09,11,6.1,2009,3303301.41090609,0
20091204	26171,tt0780511,0.230953,21000000,0,Everybody's Fine,Robert De Niro|Drew Barrymore|Kate Beckinsale|Sam Rockwell|Melissa Leo,http://www.everybodysfinemovie.com/,Kirk Jones,Frank's travelling light but carrying excess baggage.,family relationships|doctor|retired|visit|widower,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",99,Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures,12/4/09,148,6.5,2009,21344409.116624,0
20091110	72962,tt1552624,0.781772,0,0,George & A.J.,Steve Purcell|Jason Topolski|Bob Peterson,,Josh Cooley,,pixar animated short,George &amp; A.J. is a short film created by Pixar which uses characters from the film Up to tell what Nurses George and A.J. did after Carl Fredricksen left with his house tied to balloons in the feature film.,4,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,11/10/09,15,5.7,2009,0,0
20091017	10313,tt1234548,0.811236,24000000,68729358,The Men Who Stare at Goats,George Clooney|Ewan McGregor|Jeff Bridges|Kevin Spacey|Robert Patrick,http://www.themenwhostareatgoatsmovie.com/,Grant Heslov,No goats. No glory.,vietnam veteran|kuwait|new age|staring contest|drug use,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",93,Comedy|War,BBC Films|Smoke House,10/17/09,435,5.8,2009,24393610.4189988,69856549.3083293
20091016	12572,tt0808399,1.037708,14700000,8049666,"New York, I Love You",Natalie Portman|Shia LaBeouf|Orlando Bloom|Christina Ricci|Hayden Christensen,,Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,,new york|city portrait|woman director,"Ten vignettes in New York City: a pickpocket meets his match; a young Hasidic woman, on the eve of her marriage, reveals herself to an Indian businessman; a writer tries a pick-up line; an artist seeks a model; a composer needs to read; two women connect; a man takes a child to Central Park; lovers meet; a couple takes a walk on their anniversary; a kid goes to the prom with a girl in a wheelchair; a retired singer contemplates suicide. There are eight million stories in the naked city: these have been ten of them.",103,Drama|Comedy|Romance,Vivendi Entertainment,10/16/09,116,5.6,2009,14941086.3816368,8181684.01696087
20091006	37707,tt1017460,1.358965,26000000,0,Splice,Adrien Brody|Sarah Polley|Delphine ChanÃ©ac|David Hewlett|Abigail Chu,http://www.splicethefilm.com/,Vincenzo Natali,Science's newest miracle...is a mistake.,dna|genetics|gene manipulation|genetic engineering|biological experiment,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",104,Thriller|Science Fiction,Gaumont|Dark Castle Entertainment|Senator Entertainment Co|Copperheart Entertainment,10/6/09,374,5.3,2009,26426411.2872487,0
20091001	26722,tt0812352,0.332142,0,0,Nine Miles Down,Kate Nauta|Adrian Paul|Meredith Ostrom|Amanda Douge|Anthony Waller,http://www.ninemilesdown.com/,Anthony Waller,Lead us not into temptation but deliver us from evil.,isolation|hallucination|gas|investigation|hell,"In the Sahara desert, a sandstorm batters a deserted drilling station. A security patrolman, battles through the high winds to investigate why all contact with the station has been lost. Originally built for gas exploration, and then abandoned, the site had recently been taken over by a multi-national research team intent on drilling deeper into the earthâ€™s crust than ever before.",86,Horror|Mystery|Thriller,A-Mark Entertainment,10/1/09,16,5.4,2009,0,0
20090921	25405,tt1019454,0.118447,0,0,Taking Chance,Kevin Bacon|Tom Aldredge|Nicholas Art|Blanche Baker|Guy Boyd,http://www.hbo.com/movies/taking-chance/index.html,Ross Katz,"When one falls, another brings him home.",war crimes|warlord|war victim|military,"Lt. Col. Michael Strobl, a volunteer military escort accompanies the body of Lance Cpl. Chance Phelps to his hometown in Wyoming.",77,Drama|History|War,Motion Picture Corporation of America,9/21/09,17,6.7,2009,0,0
20090919	19899,tt1078940,1.232312,70000000,171844840,Couples Retreat,Vince Vaughn|Malin Ã…kerman|Jason Bateman|Kristen Bell|Jon Favreau,http://www.couplesretreatmovie.com/,Peter Billingsley,It may be paradise... but it's no vacation.,island|married couple|yoga|tahiti|couples therapy,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",113,Comedy|Romance,Universal Pictures|Wild West Picture Show Productions|Stuber Productions|Relativity Media,9/19/09,372,5.3,2009,71148030.3887467,174663169.978133
20090918	25643,tt0899106,0.908112,18000000,36133014,Love Happens,Aaron Eckhart|Jennifer Aniston|Judy Greer|Martin Sheen|Deirdre Blades,http://www.lovehappensmovie.com,Brandon Camp,Sometimes when you least expect it...,hotel|florist|grief|forest|seminar,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",109,Drama|Romance,Universal Pictures|Stuber Productions|Camp / Thompson Pictures|Relativity Media|Scion Films,9/18/09,117,5.5,2009,18295207.8142491,36725611.115843
20090918	22717,tt1084972,0.278387,75,134,Wanted,Salman Khan|Ayesha Takia|Mahesh Manjrekar|Prakash Raj|Vinod Khanna,http://www.wanted-thefilm.com/,Prabhu Deva,"Mafia wants him DEAD !, Police wants him ALIVE !!",gang war,"Radhe is a hardcore gangster. A sharpshooter with a sharp brain, he works for Gani Bhai, the dreaded Mafioso, but on his own terms. Totally fearless, Radhe single handedly eliminates Gani Bhai's enemies one by one; making more enemies than he bargained for.",129,Action|Comedy|Crime|Thriller,Sahara One Motion Pictures,9/18/09,18,4.9,2009,76.2300325593715,136.197658172743
